"chromosomeI"	"fragmentI"	"chromosomeJ"	"fragmentJ"	"pvalue"
"chr18"	31500000	"chr18"	31550000	0.513559772940073
"chr18"	31500000	"chr18"	31600000	0.894243660735933
"chr18"	31500000	"chr18"	31650000	0.503370110922101
"chr18"	31500000	"chr18"	31700000	0.861929346939832
"chr18"	31500000	"chr18"	31750000	0.463836725973113
"chr18"	31500000	"chr18"	31800000	0.518670193008632
"chr18"	31500000	"chr18"	31850000	0.475315934564678
"chr18"	31500000	"chr18"	31900000	0.273283163672204
"chr18"	31500000	"chr18"	31950000	0.495996565303798
"chr18"	31500000	"chr18"	32000000	0.295098746889827
"chr18"	31500000	"chr18"	32050000	0.323316700323542
"chr18"	31500000	"chr18"	32100000	0.426630034560119
"chr18"	31550000	"chr18"	31600000	0.60571318231364
"chr18"	31550000	"chr18"	31650000	0.818952194618095
"chr18"	31550000	"chr18"	31700000	0.778707547533477
"chr18"	31550000	"chr18"	31750000	0.617920477188503
"chr18"	31550000	"chr18"	31800000	0.620479437719716
"chr18"	31550000	"chr18"	31850000	0.34815897222635
"chr18"	31550000	"chr18"	31900000	0.606160265006188
"chr18"	31550000	"chr18"	31950000	0.622114929609562
"chr18"	31550000	"chr18"	32000000	0.300527765067946
"chr18"	31550000	"chr18"	32050000	0.435439968141751
"chr18"	31550000	"chr18"	32100000	0.302562716203759
"chr18"	31550000	"chr18"	32150000	0.277679127723053
"chr18"	31600000	"chr18"	31650000	0.605819600675719
"chr18"	31600000	"chr18"	31700000	0.782752387246977
"chr18"	31600000	"chr18"	31750000	0.581919546453678
"chr18"	31600000	"chr18"	31800000	0.867912686810873
"chr18"	31600000	"chr18"	31850000	0.608536870842141
"chr18"	31600000	"chr18"	31900000	0.403533272911863
"chr18"	31600000	"chr18"	31950000	0.7228158676513
"chr18"	31600000	"chr18"	32000000	0.613323418312707
"chr18"	31600000	"chr18"	32050000	0.549826751925135
"chr18"	31600000	"chr18"	32100000	0.342387793900832
"chr18"	31600000	"chr18"	32150000	0.341029372840644
"chr18"	31600000	"chr18"	32200000	0.265812889844568
"chr18"	31650000	"chr18"	31700000	0.814544058890702
"chr18"	31650000	"chr18"	31750000	0.581107063472783
"chr18"	31650000	"chr18"	31800000	0.49804162269598
"chr18"	31650000	"chr18"	31850000	0.425368224995691
"chr18"	31650000	"chr18"	31900000	0.448604883996458
"chr18"	31650000	"chr18"	31950000	0.267256582240199
"chr18"	31650000	"chr18"	32000000	0.599971566703792
"chr18"	31650000	"chr18"	32050000	0.461888313072828
"chr18"	31650000	"chr18"	32100000	0.492681598501107
"chr18"	31650000	"chr18"	32150000	0.243455082881394
"chr18"	31650000	"chr18"	32200000	0.157382034329343
"chr18"	31650000	"chr18"	32250000	0.578538164821569
"chr18"	31700000	"chr18"	31750000	0.472456936897975
"chr18"	31700000	"chr18"	31800000	0.693508865089039
"chr18"	31700000	"chr18"	31850000	0.482164393517464
"chr18"	31700000	"chr18"	31900000	0.461236972779622
"chr18"	31700000	"chr18"	31950000	0.547154988474471
"chr18"	31700000	"chr18"	32000000	0.277579651562908
"chr18"	31700000	"chr18"	32050000	0.237760352141954
"chr18"	31700000	"chr18"	32100000	0.397419058603696
"chr18"	31700000	"chr18"	32150000	0.203900259616573
"chr18"	31700000	"chr18"	32200000	0.139324572227127
"chr18"	31700000	"chr18"	32250000	0.591748914350657
"chr18"	31700000	"chr18"	32300000	0.395952706975445
"chr18"	31750000	"chr18"	31800000	0.476274179447359
"chr18"	31750000	"chr18"	31850000	0.637655637534175
"chr18"	31750000	"chr18"	31900000	0.578674523282909
"chr18"	31750000	"chr18"	31950000	0.332009673225621
"chr18"	31750000	"chr18"	32000000	0.584105710888093
"chr18"	31750000	"chr18"	32050000	0.380951566244583
"chr18"	31750000	"chr18"	32100000	0.287162181647708
"chr18"	31750000	"chr18"	32150000	0.549153334289326
"chr18"	31750000	"chr18"	32200000	0.0986927592639971
"chr18"	31750000	"chr18"	32250000	0.279486207022648
"chr18"	31750000	"chr18"	32300000	0.340122241510625
"chr18"	31750000	"chr18"	32350000	0.0590281007299843
"chr18"	31800000	"chr18"	31850000	0.599704269873362
"chr18"	31800000	"chr18"	31900000	0.741425519520763
"chr18"	31800000	"chr18"	31950000	0.731338658877978
"chr18"	31800000	"chr18"	32000000	0.589400420486419
"chr18"	31800000	"chr18"	32050000	0.766902192872295
"chr18"	31800000	"chr18"	32100000	0.534267489255045
"chr18"	31800000	"chr18"	32150000	0.555604365408883
"chr18"	31800000	"chr18"	32200000	0.383989200552803
"chr18"	31800000	"chr18"	32250000	0.379862721938514
"chr18"	31800000	"chr18"	32300000	0.067969665878246
"chr18"	31800000	"chr18"	32350000	0.0623697447017307
"chr18"	31800000	"chr18"	32400000	0.403564283167197
"chr18"	31850000	"chr18"	31900000	0.80015409092019
"chr18"	31850000	"chr18"	31950000	0.452068918535725
"chr18"	31850000	"chr18"	32000000	0.788333930992921
"chr18"	31850000	"chr18"	32050000	0.726401606585271
"chr18"	31850000	"chr18"	32100000	0.662134155354483
"chr18"	31850000	"chr18"	32150000	0.36343162768574
"chr18"	31850000	"chr18"	32200000	0.547572573239128
"chr18"	31850000	"chr18"	32250000	0.365743556624771
"chr18"	31850000	"chr18"	32300000	0.102086923493781
"chr18"	31850000	"chr18"	32350000	0.066779402633528
"chr18"	31850000	"chr18"	32400000	0.102256718102321
"chr18"	31850000	"chr18"	32450000	0.367672058124811
"chr18"	31900000	"chr18"	31950000	0.754856923187577
"chr18"	31900000	"chr18"	32000000	0.84648910866238
"chr18"	31900000	"chr18"	32050000	0.793904940651872
"chr18"	31900000	"chr18"	32100000	0.505277683757948
"chr18"	31900000	"chr18"	32150000	0.181077152007467
"chr18"	31900000	"chr18"	32200000	0.62546584147401
"chr18"	31900000	"chr18"	32250000	0.873496329794107
"chr18"	31900000	"chr18"	32300000	0.316393359177109
"chr18"	31900000	"chr18"	32350000	0.535853444325132
"chr18"	31900000	"chr18"	32400000	0.189660170119944
"chr18"	31900000	"chr18"	32450000	0.570985777381579
"chr18"	31900000	"chr18"	32500000	0.691603461120033
"chr18"	31950000	"chr18"	32000000	0.65543047456041
"chr18"	31950000	"chr18"	32050000	0.623147086310274
"chr18"	31950000	"chr18"	32100000	0.78677756223318
"chr18"	31950000	"chr18"	32150000	0.286785798012372
"chr18"	31950000	"chr18"	32200000	0.199155604265502
"chr18"	31950000	"chr18"	32250000	0.574542853208468
"chr18"	31950000	"chr18"	32300000	0.224449593251869
"chr18"	31950000	"chr18"	32350000	0.0329384552178904
"chr18"	31950000	"chr18"	32400000	0.142845996606216
"chr18"	31950000	"chr18"	32450000	0.562766701370368
"chr18"	31950000	"chr18"	32500000	0.547482288991034
"chr18"	31950000	"chr18"	32550000	0.314759274684137
"chr18"	32000000	"chr18"	32050000	0.806885711452783
"chr18"	32000000	"chr18"	32100000	0.703610290300203
"chr18"	32000000	"chr18"	32150000	0.604381430105121
"chr18"	32000000	"chr18"	32200000	0.502210973942471
"chr18"	32000000	"chr18"	32250000	0.456062876975433
"chr18"	32000000	"chr18"	32300000	0.515861087686096
"chr18"	32000000	"chr18"	32350000	0.189540224997438
"chr18"	32000000	"chr18"	32400000	0.0923285229197341
"chr18"	32000000	"chr18"	32450000	0.446779636937236
"chr18"	32000000	"chr18"	32500000	0.251972732462868
"chr18"	32000000	"chr18"	32550000	0.288823466780385
"chr18"	32000000	"chr18"	32600000	0.232606420043544
"chr18"	32050000	"chr18"	32100000	0.678372527062106
"chr18"	32050000	"chr18"	32150000	0.395084592864478
"chr18"	32050000	"chr18"	32200000	0.396294948179311
"chr18"	32050000	"chr18"	32250000	0.644296665207877
"chr18"	32050000	"chr18"	32300000	0.443162117250719
"chr18"	32050000	"chr18"	32350000	0.130447949155007
"chr18"	32050000	"chr18"	32400000	0.393995522753653
"chr18"	32050000	"chr18"	32450000	0.438725945872522
"chr18"	32050000	"chr18"	32500000	0.640384649196637
"chr18"	32050000	"chr18"	32550000	0.286178199317691
"chr18"	32050000	"chr18"	32600000	0.330315591914625
"chr18"	32050000	"chr18"	32650000	0.299993168002907
"chr18"	32100000	"chr18"	32150000	0.539687245674354
"chr18"	32100000	"chr18"	32200000	0.545434169309273
"chr18"	32100000	"chr18"	32250000	0.52358627623046
"chr18"	32100000	"chr18"	32300000	0.361908578504948
"chr18"	32100000	"chr18"	32350000	0.638553312175921
"chr18"	32100000	"chr18"	32400000	0.0726532367328876
"chr18"	32100000	"chr18"	32450000	0.252740037709378
"chr18"	32100000	"chr18"	32500000	0.535265833935812
"chr18"	32100000	"chr18"	32550000	0.522568844198341
"chr18"	32100000	"chr18"	32600000	0.377364257024597
"chr18"	32100000	"chr18"	32650000	0.494296810224374
"chr18"	32100000	"chr18"	32700000	0.321434811616333
"chr18"	32150000	"chr18"	32200000	0.344942948130549
"chr18"	32150000	"chr18"	32250000	0.37463751706233
"chr18"	32150000	"chr18"	32300000	0.15049197130837
"chr18"	32150000	"chr18"	32350000	0.0575662544707583
"chr18"	32150000	"chr18"	32400000	0.185669150796256
"chr18"	32150000	"chr18"	32450000	0.464709892261915
"chr18"	32150000	"chr18"	32500000	0.0819245919456984
"chr18"	32150000	"chr18"	32550000	0.178859316943985
"chr18"	32150000	"chr18"	32600000	0.405825449262516
"chr18"	32150000	"chr18"	32650000	0.334586180315908
"chr18"	32150000	"chr18"	32700000	0.276250037235117
"chr18"	32150000	"chr18"	32750000	0.625679999005652
"chr18"	32200000	"chr18"	32250000	0.453030365779499
"chr18"	32200000	"chr18"	32300000	0.117846091777605
"chr18"	32200000	"chr18"	32350000	0.0361087383319912
"chr18"	32200000	"chr18"	32400000	0.225064450161294
"chr18"	32200000	"chr18"	32450000	0.415564731054434
"chr18"	32200000	"chr18"	32500000	0.412178343055668
"chr18"	32200000	"chr18"	32550000	0.127869271637378
"chr18"	32200000	"chr18"	32600000	0.47710058691212
"chr18"	32200000	"chr18"	32650000	0.321881460681167
"chr18"	32200000	"chr18"	32700000	0.533364251807062
"chr18"	32200000	"chr18"	32750000	0.37761311183537
"chr18"	32200000	"chr18"	32800000	0.180722802071909
"chr18"	32250000	"chr18"	32300000	0.218731098994699
"chr18"	32250000	"chr18"	32350000	0.0511870973421582
"chr18"	32250000	"chr18"	32400000	0.400651654267355
"chr18"	32250000	"chr18"	32450000	0.465865767209232
"chr18"	32250000	"chr18"	32500000	0.747880672070132
"chr18"	32250000	"chr18"	32550000	0.399998988441909
"chr18"	32250000	"chr18"	32600000	0.373016121461272
"chr18"	32250000	"chr18"	32650000	0.409416206019224
"chr18"	32250000	"chr18"	32700000	0.325219164049685
"chr18"	32250000	"chr18"	32750000	0.410175156966844
"chr18"	32250000	"chr18"	32800000	0.322413205157301
"chr18"	32250000	"chr18"	32850000	0.616387024309881
"chr18"	32300000	"chr18"	32350000	0.168380649578428
"chr18"	32300000	"chr18"	32400000	0.344309421442956
"chr18"	32300000	"chr18"	32450000	0.645955831980104
"chr18"	32300000	"chr18"	32500000	0.384877601471563
"chr18"	32300000	"chr18"	32550000	0.470720159872343
"chr18"	32300000	"chr18"	32600000	0.202110193958977
"chr18"	32300000	"chr18"	32650000	0.380747080410263
"chr18"	32300000	"chr18"	32700000	0.766605632247328
"chr18"	32300000	"chr18"	32750000	0.510263314356135
"chr18"	32300000	"chr18"	32800000	0.525139638062061
"chr18"	32300000	"chr18"	32850000	0.388161985441022
"chr18"	32300000	"chr18"	32900000	0.396197111284609
"chr18"	32350000	"chr18"	32400000	0.604928506093754
"chr18"	32350000	"chr18"	32450000	0.552711954423403
"chr18"	32350000	"chr18"	32500000	0.69631852478096
"chr18"	32350000	"chr18"	32550000	0.69050586280228
"chr18"	32350000	"chr18"	32600000	0.481158892032506
"chr18"	32350000	"chr18"	32650000	0.534804656748839
"chr18"	32350000	"chr18"	32700000	0.1868427589204
"chr18"	32350000	"chr18"	32750000	0.549411090673427
"chr18"	32350000	"chr18"	32800000	0.370561506425677
"chr18"	32350000	"chr18"	32850000	0.125871603389074
"chr18"	32350000	"chr18"	32900000	0.130745074427754
"chr18"	32350000	"chr18"	32950000	0.393608790490179
"chr18"	32400000	"chr18"	32450000	0.355510278609291
"chr18"	32400000	"chr18"	32500000	0.338723033434775
"chr18"	32400000	"chr18"	32550000	0.283764413541935
"chr18"	32400000	"chr18"	32600000	0.146033561990736
"chr18"	32400000	"chr18"	32650000	0.285717676123247
"chr18"	32400000	"chr18"	32700000	0.0762312559001242
"chr18"	32400000	"chr18"	32750000	0.185957862629928
"chr18"	32400000	"chr18"	32800000	0.210214454886016
"chr18"	32400000	"chr18"	32850000	0.593665373299437
"chr18"	32400000	"chr18"	32900000	0.27640629843809
"chr18"	32400000	"chr18"	32950000	0.0871978133645424
"chr18"	32400000	"chr18"	33000000	0.519748762964532
"chr18"	32450000	"chr18"	32500000	0.277150314479686
"chr18"	32450000	"chr18"	32550000	0.195049657564038
"chr18"	32450000	"chr18"	32600000	0.236563596704778
"chr18"	32450000	"chr18"	32650000	0.44070938369042
"chr18"	32450000	"chr18"	32700000	0.0880714490466676
"chr18"	32450000	"chr18"	32750000	0.381517578425608
"chr18"	32450000	"chr18"	32800000	0.146722295260053
"chr18"	32450000	"chr18"	32850000	0.421588310166849
"chr18"	32450000	"chr18"	32900000	0.141279761468554
"chr18"	32450000	"chr18"	32950000	0.137561621981242
"chr18"	32450000	"chr18"	33000000	0.474638944398006
"chr18"	32450000	"chr18"	33050000	0.321431249175799
"chr18"	32500000	"chr18"	32550000	0.164840610293118
"chr18"	32500000	"chr18"	32600000	0.326278622560178
"chr18"	32500000	"chr18"	32650000	0.266437624458575
"chr18"	32500000	"chr18"	32700000	0.189647890201288
"chr18"	32500000	"chr18"	32750000	0.399919090173616
"chr18"	32500000	"chr18"	32800000	0.285871979215005
"chr18"	32500000	"chr18"	32850000	0.307127280048065
"chr18"	32500000	"chr18"	32900000	0.0878463353781795
"chr18"	32500000	"chr18"	32950000	0.168349836429787
"chr18"	32500000	"chr18"	33000000	0.248475877740373
"chr18"	32500000	"chr18"	33050000	0.397102803839688
"chr18"	32500000	"chr18"	33100000	0.599297313261474
"chr18"	32550000	"chr18"	32600000	0.186830850158068
"chr18"	32550000	"chr18"	32650000	0.321326744044006
"chr18"	32550000	"chr18"	32700000	0.187941630508574
"chr18"	32550000	"chr18"	32750000	0.266413683645287
"chr18"	32550000	"chr18"	32800000	0.171604248216978
"chr18"	32550000	"chr18"	32850000	0.158060223174476
"chr18"	32550000	"chr18"	32900000	0.171442851494466
"chr18"	32550000	"chr18"	32950000	0.179390535328744
"chr18"	32550000	"chr18"	33000000	0.322963121243064
"chr18"	32550000	"chr18"	33050000	0.116315445699351
"chr18"	32550000	"chr18"	33100000	0.494900042342489
"chr18"	32550000	"chr18"	33150000	0.430655141936874
"chr18"	32600000	"chr18"	32650000	0.223975685514698
"chr18"	32600000	"chr18"	32700000	0.253446446133034
"chr18"	32600000	"chr18"	32750000	0.609947412964395
"chr18"	32600000	"chr18"	32800000	0.37896253964137
"chr18"	32600000	"chr18"	32850000	0.253148965882191
"chr18"	32600000	"chr18"	32900000	0.0883588699304288
"chr18"	32600000	"chr18"	32950000	0.494936596344199
"chr18"	32600000	"chr18"	33000000	0.136744408907533
"chr18"	32600000	"chr18"	33050000	0.326601867828511
"chr18"	32600000	"chr18"	33100000	0.60475771828574
"chr18"	32600000	"chr18"	33150000	0.263786214177728
"chr18"	32600000	"chr18"	33200000	0.480674069670679
"chr18"	32650000	"chr18"	32700000	0.519609333425059
"chr18"	32650000	"chr18"	32750000	0.591451358034331
"chr18"	32650000	"chr18"	32800000	0.651815783431164
"chr18"	32650000	"chr18"	32850000	0.811302962343137
"chr18"	32650000	"chr18"	32900000	0.181811448102894
"chr18"	32650000	"chr18"	32950000	0.288502637317032
"chr18"	32650000	"chr18"	33000000	0.571383009500069
"chr18"	32650000	"chr18"	33050000	0.459991147211751
"chr18"	32650000	"chr18"	33100000	0.816377586369072
"chr18"	32650000	"chr18"	33150000	0.323267018024807
"chr18"	32650000	"chr18"	33200000	0.411943921427185
"chr18"	32650000	"chr18"	33250000	0.356922872545763
"chr18"	32700000	"chr18"	32750000	0.614928061068866
"chr18"	32700000	"chr18"	32800000	0.7824038475444
"chr18"	32700000	"chr18"	32850000	0.769064307296418
"chr18"	32700000	"chr18"	32900000	0.376536370594473
"chr18"	32700000	"chr18"	32950000	0.784765655224327
"chr18"	32700000	"chr18"	33000000	0.761119026686062
"chr18"	32700000	"chr18"	33050000	0.428392996501913
"chr18"	32700000	"chr18"	33100000	0.557829931024177
"chr18"	32700000	"chr18"	33150000	0.374621666540435
"chr18"	32700000	"chr18"	33200000	0.57888872520773
"chr18"	32700000	"chr18"	33250000	0.432403528726818
"chr18"	32700000	"chr18"	33300000	0.546861190509723
"chr18"	32750000	"chr18"	32800000	0.789060712904649
"chr18"	32750000	"chr18"	32850000	0.80359229327898
"chr18"	32750000	"chr18"	32900000	0.35132988672702
"chr18"	32750000	"chr18"	32950000	0.52564853129038
"chr18"	32750000	"chr18"	33000000	0.579923216319644
"chr18"	32750000	"chr18"	33050000	0.638575642815561
"chr18"	32750000	"chr18"	33100000	0.358517260963435
"chr18"	32750000	"chr18"	33150000	0.297527820012025
"chr18"	32750000	"chr18"	33200000	0.312297289808157
"chr18"	32750000	"chr18"	33250000	0.239026166590176
"chr18"	32750000	"chr18"	33300000	0.349686690586647
"chr18"	32750000	"chr18"	33350000	0.712566400002617
"chr18"	32800000	"chr18"	32850000	0.197869233377641
"chr18"	32800000	"chr18"	32900000	0.0445960804964838
"chr18"	32800000	"chr18"	32950000	0.216745822714918
"chr18"	32800000	"chr18"	33000000	0.250942227452221
"chr18"	32800000	"chr18"	33050000	0.216128867409296
"chr18"	32800000	"chr18"	33100000	0.282138286187031
"chr18"	32800000	"chr18"	33150000	0.0869141543324275
"chr18"	32800000	"chr18"	33200000	0.291932752996622
"chr18"	32800000	"chr18"	33250000	0.0191112876649963
"chr18"	32800000	"chr18"	33300000	0.39354218909535
"chr18"	32800000	"chr18"	33350000	0.385793673135041
"chr18"	32800000	"chr18"	33400000	0.602270974324101
"chr18"	32850000	"chr18"	32900000	0.0641425755241175
"chr18"	32850000	"chr18"	32950000	0.636803497726251
"chr18"	32850000	"chr18"	33000000	0.788799572803888
"chr18"	32850000	"chr18"	33050000	0.652974806672483
"chr18"	32850000	"chr18"	33100000	0.583501704433376
"chr18"	32850000	"chr18"	33150000	0.331590362364478
"chr18"	32850000	"chr18"	33200000	0.309326486353416
"chr18"	32850000	"chr18"	33250000	0.295554336021818
"chr18"	32850000	"chr18"	33300000	0.762863503382677
"chr18"	32850000	"chr18"	33350000	0.922498375771164
"chr18"	32850000	"chr18"	33400000	0.951296280092406
"chr18"	32850000	"chr18"	33450000	0.840645040891408
"chr18"	32900000	"chr18"	32950000	0.263580176682963
"chr18"	32900000	"chr18"	33000000	0.64337866503108
"chr18"	32900000	"chr18"	33050000	0.753761790548872
"chr18"	32900000	"chr18"	33100000	0.681958349260133
"chr18"	32900000	"chr18"	33150000	0.324321235379488
"chr18"	32900000	"chr18"	33200000	0.403375995469641
"chr18"	32900000	"chr18"	33250000	0.058153626562459
"chr18"	32900000	"chr18"	33300000	0.708723952406644
"chr18"	32900000	"chr18"	33350000	0.621635002029084
"chr18"	32900000	"chr18"	33400000	0.549648078630212
"chr18"	32900000	"chr18"	33450000	0.415105194803791
"chr18"	32900000	"chr18"	33500000	0.0104896461862193
"chr18"	32950000	"chr18"	33000000	0.374798405881914
"chr18"	32950000	"chr18"	33050000	0.509882584564075
"chr18"	32950000	"chr18"	33100000	0.300585881875617
"chr18"	32950000	"chr18"	33150000	0.111607285955578
"chr18"	32950000	"chr18"	33200000	0.0221670067691451
"chr18"	32950000	"chr18"	33250000	0.0125130146050413
"chr18"	32950000	"chr18"	33300000	0.117963549329761
"chr18"	32950000	"chr18"	33350000	0.111733642693542
"chr18"	32950000	"chr18"	33400000	0.18433086548765
"chr18"	32950000	"chr18"	33450000	0.372175807469914
"chr18"	32950000	"chr18"	33500000	0.00833517147547788
"chr18"	32950000	"chr18"	33550000	0.150378095410025
"chr18"	33000000	"chr18"	33050000	0.293243969197543
"chr18"	33000000	"chr18"	33100000	0.43756589098999
"chr18"	33000000	"chr18"	33150000	0.213936776479647
"chr18"	33000000	"chr18"	33200000	0.180993013600131
"chr18"	33000000	"chr18"	33250000	0.147548502541067
"chr18"	33000000	"chr18"	33300000	0.330112122011892
"chr18"	33000000	"chr18"	33350000	0.29560684327351
"chr18"	33000000	"chr18"	33400000	0.254583024436106
"chr18"	33000000	"chr18"	33450000	0.132648753132055
"chr18"	33000000	"chr18"	33500000	0.0472754521819843
"chr18"	33000000	"chr18"	33550000	0.123160311351172
"chr18"	33000000	"chr18"	33600000	0.419047606545975
"chr18"	33050000	"chr18"	33100000	0.78292164547115
"chr18"	33050000	"chr18"	33150000	0.153667766335272
"chr18"	33050000	"chr18"	33200000	0.476254434084215
"chr18"	33050000	"chr18"	33250000	0.155915470424802
"chr18"	33050000	"chr18"	33300000	0.314174626220585
"chr18"	33050000	"chr18"	33350000	0.46550338357028
"chr18"	33050000	"chr18"	33400000	0.448160016415315
"chr18"	33050000	"chr18"	33450000	0.515790741661107
"chr18"	33050000	"chr18"	33500000	0.0147192755594223
"chr18"	33050000	"chr18"	33550000	0.0365914680352421
"chr18"	33050000	"chr18"	33600000	0.319058166042528
"chr18"	33050000	"chr18"	33650000	0.0588835501125749
"chr18"	33100000	"chr18"	33150000	0.329506286064084
"chr18"	33100000	"chr18"	33200000	0.451807573416797
"chr18"	33100000	"chr18"	33250000	0.281444763774601
"chr18"	33100000	"chr18"	33300000	0.758054490530444
"chr18"	33100000	"chr18"	33350000	0.53833870337306
"chr18"	33100000	"chr18"	33400000	0.655174188136722
"chr18"	33100000	"chr18"	33450000	0.424088414252636
"chr18"	33100000	"chr18"	33500000	0.0403710044687584
"chr18"	33100000	"chr18"	33550000	0.293308889767839
"chr18"	33100000	"chr18"	33600000	0.383338768529033
"chr18"	33100000	"chr18"	33650000	0.833191183932945
"chr18"	33100000	"chr18"	33700000	0.761980179798496
"chr18"	33150000	"chr18"	33200000	0.286286904941855
"chr18"	33150000	"chr18"	33250000	0.190482652418955
"chr18"	33150000	"chr18"	33300000	0.590655523301913
"chr18"	33150000	"chr18"	33350000	0.567766064225351
"chr18"	33150000	"chr18"	33400000	0.804041111467192
"chr18"	33150000	"chr18"	33450000	0.182543659067197
"chr18"	33150000	"chr18"	33500000	0.0550543685509184
"chr18"	33150000	"chr18"	33550000	0.261786162808501
"chr18"	33150000	"chr18"	33600000	0.105584437958366
"chr18"	33150000	"chr18"	33650000	0.265272568145589
"chr18"	33150000	"chr18"	33700000	0.464050192618626
"chr18"	33150000	"chr18"	33750000	0.69787215956579
"chr18"	33200000	"chr18"	33250000	0.339106373623766
"chr18"	33200000	"chr18"	33300000	0.852786019234144
"chr18"	33200000	"chr18"	33350000	0.737088055439148
"chr18"	33200000	"chr18"	33400000	0.902140459088863
"chr18"	33200000	"chr18"	33450000	0.530417959387888
"chr18"	33200000	"chr18"	33500000	0.26529316450927
"chr18"	33200000	"chr18"	33550000	0.476297969987809
"chr18"	33200000	"chr18"	33600000	0.488547883645348
"chr18"	33200000	"chr18"	33650000	0.591513592836769
"chr18"	33200000	"chr18"	33700000	0.553100669137807
"chr18"	33200000	"chr18"	33750000	0.424378761681465
"chr18"	33200000	"chr18"	33800000	0.711033821395426
"chr18"	33250000	"chr18"	33300000	0.833727525552256
"chr18"	33250000	"chr18"	33350000	0.73178721118491
"chr18"	33250000	"chr18"	33400000	0.825333465255329
"chr18"	33250000	"chr18"	33450000	0.362634644821983
"chr18"	33250000	"chr18"	33500000	0.16485906801244
"chr18"	33250000	"chr18"	33550000	0.216245518301692
"chr18"	33250000	"chr18"	33600000	0.394329933915327
"chr18"	33250000	"chr18"	33650000	0.927777041457235
"chr18"	33250000	"chr18"	33700000	0.117843490875208
"chr18"	33250000	"chr18"	33750000	0.547497232860312
"chr18"	33250000	"chr18"	33800000	0.254993909572776
"chr18"	33250000	"chr18"	33850000	0.125160773935544
"chr18"	33300000	"chr18"	33350000	0.883169064240955
"chr18"	33300000	"chr18"	33400000	0.968561154605794
"chr18"	33300000	"chr18"	33450000	0.947604396518597
"chr18"	33300000	"chr18"	33500000	0.56874864902786
"chr18"	33300000	"chr18"	33550000	0.529133171468116
"chr18"	33300000	"chr18"	33600000	0.433273989523886
"chr18"	33300000	"chr18"	33650000	0.822414694269107
"chr18"	33300000	"chr18"	33700000	0.927726311067372
"chr18"	33300000	"chr18"	33750000	0.450047302546802
"chr18"	33300000	"chr18"	33800000	0.652684151173189
"chr18"	33300000	"chr18"	33850000	0.466412510913777
"chr18"	33300000	"chr18"	33900000	0.903764074264944
"chr18"	33350000	"chr18"	33400000	0.752903949290606
"chr18"	33350000	"chr18"	33450000	0.774366682033377
"chr18"	33350000	"chr18"	33500000	0.378341585321453
"chr18"	33350000	"chr18"	33550000	0.521193764993423
"chr18"	33350000	"chr18"	33600000	0.796193039078436
"chr18"	33350000	"chr18"	33650000	0.854751499484723
"chr18"	33350000	"chr18"	33700000	0.80906629068377
"chr18"	33350000	"chr18"	33750000	0.98099370233212
"chr18"	33350000	"chr18"	33800000	0.328285275225963
"chr18"	33350000	"chr18"	33850000	0.677737371612915
"chr18"	33350000	"chr18"	33900000	0.731139777994373
"chr18"	33350000	"chr18"	33950000	0.52672596992716
"chr18"	33400000	"chr18"	33450000	0.821084680166741
"chr18"	33400000	"chr18"	33500000	0.782050458985209
"chr18"	33400000	"chr18"	33550000	0.919627668336136
"chr18"	33400000	"chr18"	33600000	0.961987668028085
"chr18"	33400000	"chr18"	33650000	0.962942608925946
"chr18"	33400000	"chr18"	33700000	0.9989626720667
"chr18"	33400000	"chr18"	33750000	0.993048537617923
"chr18"	33400000	"chr18"	33800000	0.789995209685546
"chr18"	33400000	"chr18"	33850000	0.834625802697598
"chr18"	33400000	"chr18"	33900000	0.863088369630644
"chr18"	33400000	"chr18"	33950000	0.974999617727227
"chr18"	33400000	"chr18"	34000000	0.782436050002142
"chr18"	33450000	"chr18"	33500000	0.530787647249666
"chr18"	33450000	"chr18"	33550000	0.799694973088051
"chr18"	33450000	"chr18"	33600000	0.915377766184331
"chr18"	33450000	"chr18"	33650000	0.860479393885534
"chr18"	33450000	"chr18"	33700000	0.997419615578983
"chr18"	33450000	"chr18"	33750000	0.879714759477943
"chr18"	33450000	"chr18"	33800000	0.919593266072526
"chr18"	33450000	"chr18"	33850000	0.619194144367408
"chr18"	33450000	"chr18"	33900000	0.810508186176205
"chr18"	33450000	"chr18"	33950000	0.680974248154324
"chr18"	33450000	"chr18"	34000000	0.246841732574437
"chr18"	33450000	"chr18"	34050000	0.576706435528591
"chr18"	33500000	"chr18"	33550000	0.500414719707885
"chr18"	33500000	"chr18"	33600000	0.875431318108408
"chr18"	33500000	"chr18"	33650000	0.763955217686527
"chr18"	33500000	"chr18"	33700000	0.934061982551482
"chr18"	33500000	"chr18"	33750000	0.595258920075877
"chr18"	33500000	"chr18"	33800000	0.732712304630013
"chr18"	33500000	"chr18"	33850000	0.256561121997665
"chr18"	33500000	"chr18"	33900000	0.311438324278909
"chr18"	33500000	"chr18"	33950000	0.568332752156901
"chr18"	33500000	"chr18"	34000000	0.157541290052133
"chr18"	33500000	"chr18"	34050000	0.392354264525835
"chr18"	33500000	"chr18"	34100000	0.438341687459798
"chr18"	33550000	"chr18"	33600000	0.486212150770521
"chr18"	33550000	"chr18"	33650000	0.371968331167488
"chr18"	33550000	"chr18"	33700000	0.199900981827667
"chr18"	33550000	"chr18"	33750000	0.0225085141970027
"chr18"	33550000	"chr18"	33800000	0.47444478551294
